actor_account,login_count,logout_count,login_day_count,play_time,avg_money,ip_count,max_level,login_total_day_x,playtime_per_day,sit_count,exp_get_amout,item_get_count,money_get_count,killed_by_pc,killed_by_npc,teleport_count,reborn_count,question_count,login_total_day_y,sit_count_perday,item_get_count_perday,money_get_count_perday,teleport_count_perday,total_party_time,average_party_time,class
20014507,39,39,1,81810,-2.249370493,39,0,6,13635,35,30741235,41138,203,24,7,59,16,8,6,5.833333333,6856.333333,33.83333333,9.833333333,1256,418.6666667,0
20014510,213,212,1,441783,22.17397908,213,28,15,29452.2,454,489714928,264509,4392,133,71,632,137,222,15,30.26666667,17633.93333,292.8,42.13333333,57719,3037.842105,0
20014513,71,70,1,193890,-13.43141472,71,30,12,16157.5,253,172310605,63185,1907,23,49,215,51,78,12,21.08333333,5265.416667,158.9166667,17.91666667,29607,2691.545455,0
20014522,84,84,1,538639,-23.74608597,84,0,15,35909.26667,286,513858595,43211,4880,192,96,623,189,59,15,19.06666667,2880.733333,325.3333333,41.53333333,71509,3972.722222,0
20014540,20,18,1,1169994,-10.02355311,20,0,15,77999.6,3070,2012178388,72105,51879,0,21,64,16,1770,15,204.6666667,4807,3458.6,4.266666667,0,0,0
20014542,6,6,1,88200,29.8164966,6,23,5,17640,26,8498712,4288,903,0,25,73,24,50,5,5.2,857.6,180.6,14.6,22905,4581,0
20014548,253,255,1,374444,60.22086614,253,48,15,24962.93333,219,479963635,7271,2925,37,175,584,172,356,15,14.6,484.7333333,195,38.93333333,49058,2452.9,0
20014549,67,67,1,140607,86.33181136,67,0,9,15623,138,115543433,10449,1131,61,21,137,47,23,9,15.33333333,1161,125.6666667,15.22222222,18950,9475,0
20014560,33,32,1,92610,-131.8546161,33,0,8,11576.25,66,101360157,3057,972,17,37,122,29,24,8,8.25,382.125,121.5,15.25,8860,1772,0
20014565,20,20,1,1221834,3.601505606,20,0,15,81455.6,856,1306066107,63247,43,0,5,37,5,0,15,57.06666667,4216.466667,2.866666667,2.466666667,0,0,0
20014571,99,97,1,170528,-0.174164947,99,46,15,11368.53333,117,140977053,2979,2267,29,48,227,48,55,15,7.8,198.6,151.1333333,15.13333333,20096,5024,0
20014573,227,226,1,835127,-4.273091398,227,33,15,55675.13333,336,125364023,213594,2847,38,89,548,103,2165,15,22.4,14239.6,189.8,36.53333333,3416,1138.666667,0
20014574,181,182,1,306817,-6.262514789,181,0,15,20454.46667,226,441530148,78735,4004,198,43,581,161,104,15,15.06666667,5249,266.9333333,38.73333333,30604,2782.181818,0
20014580,46,45,1,194934,136.2053003,46,0,13,14994.92308,122,208390362,3486,2047,32,35,227,53,114,13,9.384615385,268.1538462,157.4615385,17.46153846,18797,4699.25,0
20014591,29,30,1,42789,-29.90287223,29,0,13,3291.461538,27,6718851,30135,22,10,3,113,8,8,13,2.076923077,2318.076923,1.692307692,8.692307692,88,88,0
20014620,171,171,1,663715,30.53812706,171,0,15,44247.66667,264,772641081,177662,8086,186,141,715,199,154,15,17.6,11844.13333,539.0666667,47.66666667,75420,5801.538462,0
20014629,35,34,1,188633,-0.855857671,35,34,12,15719.41667,206,62840347,22558,754,6,107,133,95,40,12,17.16666667,1879.833333,62.83333333,11.08333333,42258,4225.8,0
20014637,10,10,1,15467,-127.7109976,10,0,2,7733.5,3,1752621,25187,15,1,1,9,2,16,2,1.5,12593.5,7.5,4.5,0,0,0
20014648,19,19,1,189755,-4.039276962,19,40,9,21083.88889,202,112174100,41531,2125,24,93,172,82,12,9,22.44444444,4614.555556,236.1111111,19.11111111,43330,2166.5,0
20014654,27,27,1,434598,0.592404935,27,25,6,72433,41,6313639,10576,6,0,43,54,40,0,6,6.833333333,1762.666667,1,9,0,0,0
20014670,74,72,1,607443,18.62610319,74,0,15,40496.2,728,665638468,231508,7023,690,108,1083,396,127,15,48.53333333,15433.86667,468.2,72.2,104543,5227.15,0
20014690,69,69,1,122205,7.238050816,69,45,7,17457.85714,176,72136152,1390,674,7,63,121,56,48,7,25.14285714,198.5714286,96.28571429,17.28571429,16962,3392.4,0
20014697,4,4,1,30312,4175.31951,4,29,4,7578,18,6226735,214,24,1,4,37,7,6,4,4.5,53.5,6,9.25,490,490,0
20014727,74,75,1,949661,-0.043355471,74,0,13,73050.84615,2649,26099,22616,9,2082,75,2032,1965,1,13,203.7692308,1739.692308,0.692307692,156.3076923,90007,12858.14286,0
20014733,51,50,1,101142,2.571394673,51,35,12,8428.5,98,32446388,1786,600,16,42,103,46,33,12,8.166666667,148.8333333,50,8.583333333,13246,1892.285714,0
20014734,3,3,1,36566,-72.17650276,3,22,3,12188.66667,2,5845604,1199,229,0,15,60,13,9,3,0.666666667,399.6666667,76.33333333,20,5970,1990,0
20014753,57,58,1,355872,-177.0928845,57,0,15,23724.8,190,417539434,33405,3650,29,82,368,67,205,15,12.66666667,2227,243.3333333,24.53333333,23795,5948.75,0
20014761,239,238,1,383483,157.399637,239,46,14,27391.64286,337,421935659,83299,3505,99,128,582,141,166,14,24.07142857,5949.928571,250.3571429,41.57142857,29565,2111.785714,0
20014781,24,24,1,87656,45.42139728,24,33,7,12522.28571,274,28236697,948,319,7,22,80,20,2,7,39.14285714,135.4285714,45.57142857,11.42857143,1796,1796,0
20014785,24,23,1,190641,2.145267807,24,31,3,63547,1018,37326051,16463,649,1,9,44,9,7,3,339.3333333,5487.666667,216.3333333,14.66666667,0,0,1
20014798,8,7,1,151018,7.895906448,8,20,3,50339.33333,198,5195186,5633,77,7,47,73,52,6,3,66,1877.666667,25.66666667,24.33333333,0,0,1
20014801,2,2,1,21869,161.4348164,2,0,2,10934.5,5,20922468,318,350,5,3,32,5,3,2,2.5,159,175,16,0,0,0
20014816,5,5,1,12808,108.5104622,5,27,4,3202,26,2729718,242,244,0,0,7,0,4,4,6.5,60.5,61,1.75,0,0,0
20014821,54,54,1,88439,31.56959034,54,0,9,9826.555556,26,62220359,1783,757,3,9,53,7,22,9,2.888888889,198.1111111,84.11111111,5.888888889,0,0,0
20014823,11,11,1,14832,-561.6541262,11,0,2,7416,25,17613226,126,243,2,3,17,3,1,2,12.5,63,121.5,8.5,3031,3031,0
20014826,2288,2287,1,192611,1358.105856,2288,0,15,12840.73333,0,0,0,223,0,0,0,0,0,15,0,0,14.86666667,0,0,0,0
20014827,13,12,1,69846,-3.1014804,13,36,8,8730.75,17,14169750,12149,465,0,16,85,12,129,8,2.125,1518.625,58.125,10.625,1830,1830,0
20014840,105,102,1,532170,4.631245655,105,34,11,48379.09091,137,74009217,186022,893,104,74,483,139,765,11,12.45454545,16911.09091,81.18181818,43.90909091,181469,2926.919355,0
20014848,106,107,1,370060,18.39209317,106,0,14,26432.85714,138,296513243,160770,3246,36,78,307,60,72,14,9.857142857,11483.57143,231.8571429,21.92857143,20504,2563,0
20014859,18,16,1,1091921,0.171529808,18,0,14,77994.35714,7549,1590210483,67642,3762,0,1,39,2,0,14,539.2142857,4831.571429,268.7142857,2.785714286,0,0,0
20014868,61,60,1,128331,-11.50739104,61,32,13,9871.615385,43,84666809,25402,1164,21,51,216,50,56,13,3.307692308,1954,89.53846154,16.61538462,8453,2817.666667,0
20014892,105,108,1,541622,-12.89451315,105,0,15,36108.13333,46,67216730,1939,820,732,37,824,741,15,15,3.066666667,129.2666667,54.66666667,54.93333333,8144,180.9777778,0
20014900,18,17,1,237805,-0.606564202,18,41,6,39634.16667,1017,106370110,4836,710,19,7,38,17,0,6,169.5,806,118.3333333,6.333333333,2331,2331,1
20014903,13,13,1,23097,51.99112439,13,13,2,11548.5,16,1390420,21022,173,14,2,42,12,47,2,8,10511,86.5,21,0,0,0
20014914,19,19,1,79364,68.6250189,19,0,8,9920.5,53,97997674,1218,1028,59,22,148,54,98,8,6.625,152.25,128.5,18.5,18842,2691.714286,0
20014937,18,18,1,47344,-84.36465022,18,38,6,7890.666667,95,29333803,20387,133,0,7,33,6,2,6,15.83333333,3397.833333,22.16666667,5.5,12977,1853.857143,0
20014941,20,20,1,568640,1.588111986,20,0,11,51694.54545,52,533225733,24389,25,0,52,62,52,1174,11,4.727272727,2217.181818,2.272727273,5.636363636,0,0,0
20014945,9,10,1,53397,-48.33951346,9,0,7,7628.142857,76,49584994,40242,570,4,16,95,22,10,7,10.85714286,5748.857143,81.42857143,13.57142857,5876,5876,0
20014949,5,5,1,18935,-2.415632427,5,11,1,18935,15,410011,556,167,0,0,31,0,51,1,15,556,167,31,0,0,0
20014955,13,13,1,44835,23.73288725,13,0,5,8967,40,70256615,1464,649,2,8,26,4,7,5,8,292.8,129.8,5.2,0,0,0
20014959,32,31,1,178075,-28.30587674,32,38,11,16188.63636,243,88944688,1668,607,100,84,225,131,7,11,22.09090909,151.6363636,55.18181818,20.45454545,93928,3913.666667,0
20014971,21,21,1,160859,-10.5257275,21,37,10,16085.9,171,84075844,71184,413,7,44,157,43,35,10,17.1,7118.4,41.3,15.7,6911,1727.75,0
20014974,52,51,1,330264,-7.142803939,52,0,15,22017.6,480,319153323,24222,2600,393,74,451,192,33,15,32,1614.8,173.3333333,30.06666667,49122,4912.2,0
20014981,125,126,1,557152,160.9394582,125,0,15,37143.46667,506,538864231,142512,6091,428,106,736,300,89,15,33.73333333,9500.8,406.0666667,49.06666667,30529,4361.285714,0
20014992,44,43,1,165487,-141.6794491,44,20,12,13790.58333,173,173571249,102057,1240,48,45,209,53,17,12,14.41666667,8504.75,103.3333333,17.41666667,9051,1293,0
20015005,110,111,1,237764,20.61775542,110,0,14,16983.14286,221,310945055,1827,3165,73,74,306,83,188,14,15.78571429,130.5,226.0714286,21.85714286,10823,1202.555556,0
20015014,20,18,1,1076758,3.90770721,20,0,14,76911.28571,2,1475224440,65677,141,0,1,25,1,0,14,0.142857143,4691.214286,10.07142857,1.785714286,0,0,0
20015016,22,20,1,123122,-58.3257988,22,0,10,12312.2,13,91303441,28647,472,4,86,106,45,312,10,1.3,2864.7,47.2,10.6,74802,6800.181818,0
20015022,8,8,1,24971,42.65027432,8,0,3,8323.666667,48,16826386,7503,264,15,3,25,9,3,3,16,2501,88,8.333333333,0,0,0
20015030,385,386,1,577866,23.68224986,385,0,15,38524.4,62,497367379,250064,4762,32,101,457,95,3514,15,4.133333333,16670.93333,317.4666667,30.46666667,25826,2582.6,0
20015046,10,10,1,34810,17.81261132,10,26,5,6962,94,6983341,196,132,1,20,27,20,9,5,18.8,39.2,26.4,5.4,6373,1593.25,0
20015077,17,17,1,34746,-1655.133828,17,0,7,4963.714286,13,23537585,18012,219,4,0,12,1,3,7,1.857142857,2573.142857,31.28571429,1.714285714,11392,5696,0
20015080,91,91,1,338352,-155.540978,91,37,14,24168,0,23353277,109520,105,0,0,6,0,0,14,0,7822.857143,7.5,0.428571429,0,0,0
20015119,55,53,1,153681,5.301338487,55,0,13,11821.61538,164,251239608,77028,2024,14,22,205,23,139,13,12.61538462,5925.230769,155.6923077,15.76923077,15579,5193,0
20015123,108,107,1,323765,18.47559495,108,25,15,21584.33333,182,15952247,6062,1936,5,8,158,17,418,15,12.13333333,404.1333333,129.0666667,10.53333333,49950,7135.714286,0
20015127,10,9,1,159214,1.139384727,10,22,3,53071.33333,80,6903285,14856,42,1,6,57,7,10,3,26.66666667,4952,14,19,0,0,1
20015157,47,45,1,154821,-6.872220177,47,0,14,11058.64286,189,180214591,39489,1285,5,67,119,38,147,14,13.5,2820.642857,91.78571429,8.5,7181,3590.5,0
20015159,161,160,1,353325,99.14003255,161,38,14,25237.5,450,78703923,54229,1856,60,128,406,169,107,14,32.14285714,3873.5,132.5714286,29,33179,975.8529412,0
20015167,41,42,1,130518,6.883663556,41,0,11,11865.27273,66,91764951,20650,1148,14,17,125,23,117,11,6,1877.272727,104.3636364,11.36363636,19610,3922,0
20015173,13,13,1,21289,-25.79425995,13,31,3,7096.333333,16,8518739,20121,101,2,11,18,9,5,3,5.333333333,6707,33.66666667,6,1649,1649,0
20015194,7,7,1,27679,20.11730915,7,11,2,13839.5,33,554667,10550,287,0,10,25,10,28,2,16.5,5275,143.5,12.5,0,0,0
20015196,9,9,1,35958,27.20220813,9,0,4,8989.5,21,8479352,2767,136,5,6,39,7,3,4,5.25,691.75,34,9.75,14,14,0
20015226,401,400,1,710418,-13.29099769,401,50,15,47361.2,713,823484224,138901,5846,78,134,789,126,232,15,47.53333333,9260.066667,389.7333333,52.6,123727,4758.730769,0
20015239,29,28,1,939011,-0.463399257,29,19,13,72231.61538,889,2578407,63155,100,41,92,342,116,0,13,68.38461538,4858.076923,7.692307692,26.30769231,0,0,1
20015242,155,156,1,414291,-47.67240177,155,0,14,29592.21429,227,257398350,55077,2315,225,43,497,134,67,14,16.21428571,3934.071429,165.3571429,35.5,5141,642.625,0
20015254,113,112,1,312282,-70.43099506,113,23,9,34698,199,362781767,194329,3316,51,62,271,71,32,9,22.11111111,21592.11111,368.4444444,30.11111111,24144,4024,0
20015259,186,186,1,382525,19.91376511,186,44,14,27323.21429,413,405719502,16694,4126,72,64,443,74,313,14,29.5,1192.428571,294.7142857,31.64285714,45905,3531.153846,0
20015286,56,56,1,173805,34.98010414,56,46,13,13369.61538,82,184669143,23212,2209,37,24,305,49,40,13,6.307692308,1785.538462,169.9230769,23.46153846,17840,1982.222222,0
20015313,13,14,1,173920,3.011603036,13,28,7,24845.71429,283,21873677,71623,1441,4,29,144,31,103,7,40.42857143,10231.85714,205.8571429,20.57142857,25819,6454.75,0
20015326,100,98,1,332869,123.0369875,100,50,14,23776.35714,155,398888496,55601,2021,17,57,480,44,312,14,11.07142857,3971.5,144.3571429,34.28571429,24787,3098.375,0
20015341,22,20,1,1141275,13.58478281,22,40,15,76085,7563,269260204,49375,455,130,150,464,234,8,15,504.2,3291.666667,30.33333333,30.93333333,6213,6213,0
20015349,89,89,1,402166,-281.0810959,89,0,15,26811.06667,1,0,69970,269,0,0,8,0,0,15,0.066666667,4664.666667,17.93333333,0.533333333,125,125,0
20015353,12,12,1,28942,59.14311381,12,35,6,4823.666667,5,22298761,263,88,0,5,25,4,12,6,0.833333333,43.83333333,14.66666667,4.166666667,0,0,0
20015364,43,43,1,136741,12.85202682,43,49,11,12431,14,141658017,5509,1038,0,26,124,24,70,11,1.272727273,500.8181818,94.36363636,11.27272727,16374,8187,0
20015373,58,58,1,174315,-4.832206064,58,49,10,17431.5,94,244287557,48532,2372,15,28,200,27,123,10,9.4,4853.2,237.2,20,24594,2459.4,0
20015385,139,139,1,759339,5.352627746,139,0,15,50622.6,649,713651625,14482,6565,141,195,869,215,390,15,43.26666667,965.4666667,437.6666667,57.93333333,154110,5137,0
20015416,28,26,1,1056676,0.163408651,28,42,15,70445.06667,0,57944951,37996,1,0,1,12,1,0,15,0,2533.066667,0.066666667,0.8,0,0,0
20015438,21,21,1,24812,-5.639247138,21,4,6,4135.333333,71,2252398,47,27,0,11,23,8,1,6,11.83333333,7.833333333,4.5,3.833333333,0,0,0
20015441,11,11,1,27905,-807.5464612,11,0,6,4650.833333,8,24803726,854,292,0,0,25,0,490,6,1.333333333,142.3333333,48.66666667,4.166666667,0,0,0
20015474,11,10,1,187307,7.476469112,11,29,3,62435.66667,835,29047792,108594,41,0,9,47,9,357,3,278.3333333,36198,13.66666667,15.66666667,0,0,1
20015475,55,53,1,1126395,0.053314335,55,36,15,75093,181,103421834,237911,11,9,66,166,110,0,15,12.06666667,15860.73333,0.733333333,11.06666667,35214,11738,1
20015479,15,15,1,47072,-104.1206662,15,0,7,6724.571429,37,27717229,7253,289,34,18,72,30,5,7,5.285714286,1036.142857,41.28571429,10.28571429,13820,6910,0
20015480,91,90,1,169250,4.212437223,91,31,12,14104.16667,192,72355660,7341,642,89,46,274,75,22,12,16,611.75,53.5,22.83333333,32818,2051.125,0
20015500,20,20,1,104736,1.945100061,20,20,10,10473.6,54,5558037,9216,855,0,12,81,9,209,10,5.4,921.6,85.5,8.1,25456,3182,0
20015501,104,104,1,352206,6.14137465,104,0,14,25157.57143,281,425419516,46628,3554,212,86,433,184,217,14,20.07142857,3330.571429,253.8571429,30.92857143,57411,6379,0
20015523,6,7,1,101701,-8.052624851,6,0,3,33900.33333,369,41881029,1517,14,8,25,43,31,183,3,123,505.6666667,4.666666667,14.33333333,0,0,0
20015532,18,16,1,1237872,-5.36710096,18,0,15,82524.8,5040,594811349,59149,69,235,15,1310,1191,0,15,336,3943.266667,4.6,87.33333333,0,0,0
20015540,134,134,1,304338,-71.63577996,134,0,15,20289.2,89,323987125,150895,3776,96,81,392,101,735,15,5.933333333,10059.66667,251.7333333,26.13333333,31511,5251.833333,0
20015556,26,26,1,119877,7.536950374,26,50,6,19979.5,130,213540403,4018,1706,40,58,208,59,222,6,21.66666667,669.6666667,284.3333333,34.66666667,1424,1424,0
20015564,11,10,1,48272,62.77121313,11,0,4,12068,8,49019293,489,256,3,6,43,7,7,4,2,122.25,64,10.75,10192,10192,0
20015590,36,34,1,963092,0.034356012,36,0,15,64206.13333,1642,648593838,42870,9935,0,51,89,61,0,15,109.4666667,2858,662.3333333,5.933333333,0,0,0
20015594,13,13,1,35770,-47.77640481,13,34,4,8942.5,68,25847844,1776,299,1,2,44,3,3,4,17,444,74.75,11,1716,1716,0
20015608,26,25,1,125483,-5.507670362,26,0,7,17926.14286,31,78403424,20940,592,16,2,71,12,9,7,4.428571429,2991.428571,84.57142857,10.14285714,2157,1078.5,0
20015612,7,7,1,37842,-8.557898631,7,39,5,7568.4,7,35385535,339,342,0,3,21,2,7,5,1.4,67.8,68.4,4.2,7457,1864.25,0
20015638,13,14,1,113454,2.713919298,13,21,5,22690.8,216,5950538,1944,451,3,16,96,18,129,5,43.2,388.8,90.2,19.2,9722,1620.333333,0
20015651,181,180,1,396769,4.291179502,181,19,15,26451.26667,479,531754960,6457,5746,245,72,691,189,120,15,31.93333333,430.4666667,383.0666667,46.06666667,55749,7964.142857,0
20015662,21,21,1,1265166,-5.387429792,21,0,14,90369,12039,861465101,28537,30,0,282,287,262,1295,14,859.9285714,2038.357143,2.142857143,20.5,0,0,0
20015664,186,184,1,295811,37.24953095,186,0,14,21129.35714,245,319545368,9287,3008,49,50,389,64,43,14,17.5,663.3571429,214.8571429,27.78571429,7833,1119,0
20015710,71,70,1,194917,28.89578641,71,20,12,16243.08333,139,292969894,6052,2914,13,38,211,38,24,12,11.58333333,504.3333333,242.8333333,17.58333333,35983,7196.6,0
20015732,18,18,1,194247,-25.41260869,18,0,12,16187.25,12,112668326,5895,862,27,22,118,30,51,12,1,491.25,71.83333333,9.833333333,14677,14677,0
20015737,34,34,1,249249,21.37926732,34,34,12,20770.75,277,65424489,6063,1030,16,89,283,83,114,12,23.08333333,505.25,85.83333333,23.58333333,61615,2464.6,0
20015741,73,73,1,211800,-1.362497639,73,31,9,23533.33333,139,37740172,32673,305,5,23,162,26,441,9,15.44444444,3630.333333,33.88888889,18,17075,1897.222222,0
20015764,61,60,1,211271,156.9931557,61,0,15,14084.73333,0,0,153479,41,0,0,22,0,0,15,0,10231.93333,2.733333333,1.466666667,0,0,0
20015765,38,37,1,248732,-49.24544088,38,0,13,19133.23077,59,225047428,6056,1779,20,94,194,66,17,13,4.538461538,465.8461538,136.8461538,14.92307692,23946,5986.5,0
20015766,20,21,1,136645,25.98913242,20,0,7,19520.71429,246,223101058,13652,1530,68,48,186,85,104,7,35.14285714,1950.285714,218.5714286,26.57142857,7893,2631,0
20015771,39,38,1,332162,-6.068240798,39,37,15,22144.13333,475,112839723,87030,1272,39,71,434,101,302,15,31.66666667,5802,84.8,28.93333333,23738,1978.166667,0
20015792,45,45,1,7016,83238.31243,45,0,12,584.6666667,0,0,0,22,0,0,0,0,0,12,0,0,1.833333333,0,70,35,0
20015795,197,197,1,272188,6.697804459,197,41,13,20937.53846,316,189627952,9659,2286,28,57,429,75,389,13,24.30769231,743,175.8461538,33,22957,1639.785714,0
20015810,21,20,1,179702,11.95097439,21,0,9,19966.88889,265,187706557,50650,1896,40,85,257,82,26,9,29.44444444,5627.777778,210.6666667,28.55555556,40690,4521.111111,0
20015814,10,8,1,269249,0.109686573,10,28,4,67312.25,45,22349081,21369,143,2,7,45,9,5,4,11.25,5342.25,35.75,11.25,0,0,1
20015820,108,107,1,543743,-71.56075572,108,50,13,41826.38462,152,648644187,250795,5471,101,156,782,187,358,13,11.69230769,19291.92308,420.8461538,60.15384615,26710,3338.75,0
20015829,312,312,1,380367,43.94063102,312,40,15,25357.8,283,162903170,32562,2128,32,144,687,79,387,15,18.86666667,2170.8,141.8666667,45.8,59793,1328.733333,0
20015836,96,94,1,537763,13.51848677,96,0,15,35850.86667,635,494924213,291483,5441,270,102,797,234,550,15,42.33333333,19432.2,362.7333333,53.13333333,60335,2873.095238,0
20015842,50,50,1,156490,92.88389673,50,39,7,22355.71429,102,199933634,13855,1812,19,48,227,39,45,7,14.57142857,1979.285714,258.8571429,32.42857143,6283,1570.75,0
20015860,123,123,1,205459,192.2319344,123,42,12,17121.58333,294,85573767,1806,1667,7,29,256,62,21,12,24.5,150.5,138.9166667,21.33333333,12924,1846.285714,0
20015865,150,148,1,525983,72.63143105,150,40,15,35065.53333,213,338891282,51095,3332,39,56,462,67,261,15,14.2,3406.333333,222.1333333,30.8,37262,1961.157895,0
20015867,129,128,1,627437,16.72945013,129,0,15,41829.13333,188,631659266,52264,6907,55,89,488,88,90,15,12.53333333,3484.266667,460.4666667,32.53333333,56174,5106.727273,0
20015900,48,47,1,834950,1.356628541,48,23,12,69579.16667,147,9311317,64268,91,2,38,77,37,6,12,12.25,5355.666667,7.583333333,6.416666667,0,0,1
20015940,31,28,1,1177283,-17.29681309,31,0,15,78485.53333,24,1390935641,45982,26842,0,3,35,3,963,15,1.6,3065.466667,1789.466667,2.333333333,0,0,0
20015941,47,47,1,202566,399.2637363,47,0,10,20256.6,70,92732696,104881,2346,22,71,446,143,203,10,7,10488.1,234.6,44.6,22961,3280.142857,0
20015946,119,119,1,120184,-5.880458297,119,0,9,13353.77778,120,6603545,117,99,12,18,59,18,2,9,13.33333333,13,11,6.555555556,19870,6623.333333,0
20015995,8,9,1,28330,2.17264384,8,34,3,9443.333333,20,4894987,4323,37,2,4,26,4,4,3,6.666666667,1441,12.33333333,8.666666667,1417,1417,0
20016002,37,35,1,141421,-2.077025336,37,0,13,10878.53846,141,216454924,48164,2361,146,15,359,75,31,13,10.84615385,3704.923077,181.6153846,27.61538462,18628,6209.333333,0
20016008,12,12,1,49587,-93.35807772,12,39,3,16529,88,30041914,1068,521,5,8,48,12,16,3,29.33333333,356,173.6666667,16,0,0,0
20016012,7,6,1,164450,11.10075403,7,21,3,54816.66667,75,6088312,5727,47,2,15,40,18,5,3,25,1909,15.66666667,13.33333333,0,0,1
20016050,27,26,1,209400,8.586900669,27,27,6,34900,78,19912789,8425,991,0,26,147,24,272,6,13,1404.166667,165.1666667,24.5,38042,1811.52381,0
20016056,227,228,1,539040,-14.6190561,227,0,15,35936,212,86533465,63377,630,76,29,234,70,544,15,14.13333333,4225.133333,42,15.6,129008,10750.66667,0
20016071,81,80,1,194944,-246.3311156,81,24,15,12996.26667,130,161472359,12602,2724,17,44,199,41,257,15,8.666666667,840.1333333,181.6,13.26666667,19111,4777.75,0
20016092,34,32,1,721149,-0.560820302,34,0,14,51510.64286,2179,399075742,18143,916,0,275,228,204,0,14,155.6428571,1295.928571,65.42857143,16.28571429,0,0,0
20016104,8,8,1,31320,-19.23786718,8,0,5,6264,23,19202281,126,224,17,0,42,11,2,5,4.6,25.2,44.8,8.4,2315,771.6666667,0
20016109,81,80,1,157653,-83.4469436,81,47,12,13137.75,263,211243875,4885,2170,7,60,247,37,104,12,21.91666667,407.0833333,180.8333333,20.58333333,0,0,0
20016132,23,22,1,1175516,10.150425,23,50,15,78367.73333,1075,360279526,37162,9318,51,30,140,64,0,15,71.66666667,2477.466667,621.2,9.333333333,0,0,0
20016134,76,76,1,106568,-3.120814879,76,0,11,9688,41,152093986,51979,1543,2,16,112,9,281,11,3.727272727,4725.363636,140.2727273,10.18181818,0,0,0
20016141,256,257,1,453054,-121.3377875,256,47,15,30203.6,321,400320242,116809,4079,148,96,635,237,233,15,21.4,7787.266667,271.9333333,42.33333333,85911,6136.5,0
20016157,22,21,1,107716,-116.3960136,22,0,7,15388,60,141791992,81016,1889,11,34,155,36,106,7,8.571428571,11573.71429,269.8571429,22.14285714,5680,1893.333333,0
20016167,67,66,1,381512,61.23059301,67,0,15,25434.13333,494,264581372,50891,2359,158,68,403,154,160,15,32.93333333,3392.733333,157.2666667,26.86666667,82968,6382.153846,0
20016174,227,227,1,445786,84.63278344,227,46,15,29719.06667,556,274703564,79142,3931,206,139,901,375,176,15,37.06666667,5276.133333,262.0666667,60.06666667,82829,4872.294118,0
20016178,127,126,1,276409,-96.83048309,127,47,13,21262.23077,115,377017088,110907,4450,38,28,267,49,88,13,8.846153846,8531.307692,342.3076923,20.53846154,87098,6221.285714,0
20016187,7,8,1,188838,-361.6682077,7,46,4,47209.5,79,166974168,1622,1597,23,37,187,48,41,4,19.75,405.5,399.25,46.75,7877,2625.666667,0
20016194,78,78,1,311267,-0.777518979,78,32,13,23943.61538,253,256366956,12659,2855,19,60,261,57,378,13,19.46153846,973.7692308,219.6153846,20.07692308,39155,3011.923077,0
20016207,11,11,1,142908,-9.297100232,11,40,3,47636,283,89118362,7159,42,0,31,45,31,1,3,94.33333333,2386.333333,14,15,0,0,0
20016230,14,13,1,51500,28.86951456,14,41,9,5722.222222,70,36347839,859,918,11,16,132,15,31,9,7.777777778,95.44444444,102,14.66666667,5534,1844.666667,0
20016236,17,16,1,117705,3.444645512,17,22,11,10700.45455,43,7552985,2562,1321,0,9,62,6,103,11,3.909090909,232.9090909,120.0909091,5.636363636,920,306.6666667,0
20016239,59,59,1,138577,-132.1155242,59,44,10,13857.7,132,156164955,1435,1564,19,45,177,54,59,10,13.2,143.5,156.4,17.7,9412,4706,0
20016258,33,32,1,140732,146.7845479,33,0,12,11727.66667,31,195530826,9416,2117,18,12,112,17,11,12,2.583333333,784.6666667,176.4166667,9.333333333,3451,1725.5,0
20016261,58,58,1,218998,-47.96927369,58,50,10,21899.8,94,285698095,47605,2130,57,72,252,80,74,10,9.4,4760.5,213,25.2,8414,2804.666667,0
20016265,13,13,1,61426,30.68052616,13,40,5,12285.2,89,35174852,8554,789,3,13,69,10,25,5,17.8,1710.8,157.8,13.8,8184,1636.8,0
20016292,55,54,1,524114,50.48675479,55,0,13,40316.46154,362,550500864,12901,6437,144,219,639,209,423,13,27.84615385,992.3846154,495.1538462,49.15384615,146918,4897.266667,0
20016293,12,11,1,155413,9.496084626,12,27,3,51804.33333,2505,20100474,10679,833,7,31,75,37,8,3,835,3559.666667,277.6666667,25,0,0,1
20016295,35,35,1,19363,-2883.771007,35,0,15,1290.866667,0,0,61416,31,0,0,4,0,0,15,0,4094.4,2.066666667,0.266666667,0,0,0
20016300,15,15,1,928347,-39.55166441,15,0,12,77362.25,5585,1333682865,68796,25,0,11,149,115,1560,12,465.4166667,5733,2.083333333,12.41666667,0,0,0
20016306,58,59,1,279724,-0.598225394,58,0,14,19980.28571,499,143715550,9385,1659,624,87,589,425,26,14,35.64285714,670.3571429,118.5,42.07142857,68404,6840.4,0
20016336,15,14,1,50153,-0.643909637,15,20,12,4179.416667,99,3525903,767,268,0,31,57,30,47,12,8.25,63.91666667,22.33333333,4.75,205,205,0
20016347,52,52,1,294132,-19.67964043,52,0,15,19608.8,120,409557557,95940,4260,199,70,380,143,47,15,8,6396,284,25.33333333,14166,4722,0
20016360,21,20,1,1241961,-9.624962459,21,50,15,82797.4,2368,1127406615,83831,62,0,9,39,8,1297,15,157.8666667,5588.733333,4.133333333,2.6,0,0,0
20016361,20,21,1,90889,25.30159865,20,0,7,12984.14286,20,80443813,44259,1088,23,11,103,20,14,7,2.857142857,6322.714286,155.4285714,14.71428571,0,0,0
